timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id,rule.mitre.technique
"Aug 02, 2025 @ 14:50:04.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:13:38.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:44:26.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:37:08.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:32:26.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:16:20.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:56:05.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:52:59.000",ubuntu,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 08:39:26.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:11:41.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 13:17:36.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:51:09.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:56:35.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 16:04:37.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:57:34.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 14:21:35.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 10:25:16.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:19:16.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:29:21.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:12:21.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:04:18.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 11:46:07.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:36:45.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:36:24.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:07:19.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:27:21.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:13:27.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:57:09.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:09:06.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:43:48.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:48:35.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:12:11.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:31:23.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:08:13.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:46:51.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:26:53.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:45:47.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 17:13:08.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:29:46.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:58:24.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:10:22.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 08:01:28.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:20:03.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 12:31:16.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:55:57.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 15:13:29.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:11:20.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:54:18.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:43:54.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:13:50.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:30:32.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 14:23:04.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:09:30.000",wazuh-agent,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:25:13.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 09:16:17.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:18:04.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:05:52.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 14:25:50.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 12:32:15.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:22:53.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:05:24.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:49:19.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:41:00.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:06:24.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 16:12:02.000",prod-node1,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:37:16.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:40:32.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:20:30.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:48:05.000",wazuh-agent,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 13:47:11.000",ubuntu,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 09:14:20.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:30:08.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:37:51.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:15:21.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:01:01.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:16:18.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:46:50.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 16:29:45.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:50:40.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:28:20.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:03:37.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:24:07.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 13:03:26.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:03:13.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 16:12:23.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:25:55.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:49:33.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:41:23.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 17:35:49.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:35:50.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:21:32.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:40:32.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:26:25.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 16:06:49.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 14:35:48.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:30:27.000",wazuh-agent,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:15:05.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:13:28.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:04:07.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 16:38:01.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 09:01:46.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:00:44.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:48:06.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:06:53.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:10:34.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:11:05.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 12:34:29.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:02:41.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:45:55.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:30:38.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:50:04.000",ubuntu,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:15:48.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 08:03:15.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:59:24.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:49:20.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:49:43.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:54:29.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:24:23.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 17:50:23.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:14:52.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:30:04.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:36:51.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:21:34.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:29:47.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:22:01.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:48:55.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:24:01.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:33:43.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
